hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud
17,0,0,India,Tokyo,Education,Debit Card,Mobile,52,641,1.3,11353.22,51.17,151,26,39.0,14.26,0,0,0,0
10,0,0,Canada,Mumbai,Clothing,Bank Transfer,POS Terminal,37,520,1.2,2527.08,84.71,174,22,9.7,1.38,0,0,0,0
18,0,0,USA,Berlin,Crypto Exchange,Bank Transfer,POS Terminal,28,712,1.8,4848.76,152.5,154,16,1.2,7.92,0,0,0,0
11,0,0,USA,São Paulo,Grocery,Credit Card,Desktop,62,623,0.2,2661.83,105.13,157,24,6.9,0.44,0,1,0,0
1,0,1,India,Paris,Grocery,Debit Card,ATM,58,689,4.8,36373.83,95.16,154,19,13.3,1.58,0,0,0,1
18,0,0,USA,Toronto,Healthcare,Credit Card,Mobile,38,505,2.8,24717.86,5.19,160,14,8.5,21.38,0,0,0,0
16,0,0,Japan,Lyon,Crypto Exchange,Credit Card,Desktop,32,648,11.7,15833.07,389.4,136,21,27.9,17.39,0,0,0,0
11,0,0,USA,London,Grocery,Debit Card,Desktop,41,746,2.7,16435.27,72.04,147,20,32.1,0.42,0,0,0,0
21,1,0,UK,Guadalajara,Grocery,Credit Card,Mobile,36,725,5.4,8817.96,14.3,152,23,6.1,0.37,1,0,0,0
21,0,0,Brazil,Sydney,Crypto Exchange,Mobile Payment,Mobile,65,729,4.6,5765.57,143.28,161,9,61.6,7.47,1,0,0,0
4,0,1,Germany,Melbourne,Gaming,Crypto,Mobile,43,575,3.0,3662.25,16.27,155,19,78.9,2.33,0,0,0,0
5,0,1,Germany,Toronto,Utilities,Credit Card,Mobile,62,637,1.0,16849.05,50.67,159,24,1.8,19.14,0,3,1,0
1,0,1,USA,Mexico City,Utilities,Debit Card,Desktop,36,738,11.7,29750.63,29.07,174,26,155.1,1.2,0,0,0,0
7,0,0,India,São Paulo,Clothing,Bank Transfer,Mobile,55,749,4.7,1347.63,31.79,166,18,10.2,11.51,0,2,0,1
14,0,0,Australia,Paris,Jewelry,Crypto,Tablet,47,595,8.5,9027.33,66.5,152,17,30.5,11.54,0,0,0,0
0,0,1,USA,Manchester,Fuel,Mobile Payment,ATM,50,644,7.7,3967.19,42.31,131,22,63.0,8.22,0,0,0,0
22,0,1,India,Sydney,Fuel,Cheque,Mobile,43,616,0.6,2178.54,29.98,148,13,37.8,4.84,0,1,0,0
16,0,0,Australia,Tokyo,Gaming,Credit Card,Mobile,25,850,8.1,65998.75,10.1,134,25,22.1,14.27,0,0,0,0
20,0,0,Mexico,Mexico City,Entertainment,Credit Card,Desktop,22,527,1.8,23740.59,5.66,151,19,19.3,1.56,1,0,0,0
7,1,0,India,Osaka,Grocery,Bank Transfer,Mobile,38,446,3.6,7066.68,136.12,133,22,2.0,12.89,0,0,0,0
8,0,0,UK,Guadalajara,Utilities,Debit Card,Tablet,20,733,22.7,707.47,102.46,150,23,1.7,3.59,0,0,0,0
11,0,0,Australia,Munich,Education,Debit Card,POS Terminal,39,718,0.1,22951.43,245.03,170,18,1.7,1.67,0,0,0,0
0,1,1,USA,New York,Healthcare,Debit Card,Desktop,46,722,0.9,14412.71,9.57,173,21,3.2,49.74,0,3,0,0
2,0,1,Brazil,London,Electronics,Credit Card,Desktop,59,777,2.7,1625.21,1410.93,151,24,11.6,0.38,0,5,1,0
18,0,0,Mexico,Mumbai,Education,Credit Card,Mobile,38,746,7.8,24150.24,42.61,173,30,13.4,0.71,0,0,0,0
10,0,0,India,New York,Restaurant,Debit Card,Desktop,21,528,8.8,4451.6,40.2,156,12,61.8,5.02,0,1,0,0
16,0,0,Mexico,Lyon,ATM Withdrawal,Credit Card,Mobile,26,632,3.8,18803.86,18.26,170,24,58.6,35.94,0,0,0,0
19,0,0,Japan,Guadalajara,ATM Withdrawal,Credit Card,Desktop,26,677,6.5,3322.47,14.7,153,25,24.5,7.73,0,1,0,0
0,0,1,USA,Rio,Crypto Exchange,Debit Card,Tablet,38,766,12.0,1350.9,32.1,141,18,14.5,2.03,0,0,0,0
15,1,0,India,Berlin,Jewelry,Debit Card,Desktop,48,812,1.2,2528.08,312.9,124,17,12.4,10.75,0,0,0,0
19,0,0,Canada,Sydney,Healthcare,Credit Card,Desktop,30,728,13.2,6684.92,519.5,146,16,15.0,18.26,0,0,0,0
1,0,1,Japan,Sydney,Travel,Credit Card,POS Terminal,62,670,5.8,8656.09,182.23,155,22,3.5,8.12,0,0,0,0
21,1,0,USA,Delhi,Entertainment,Credit Card,ATM,31,687,5.3,32497.0,31.67,155,18,81.0,0.67,0,0,0,0
1,0,1,Mexico,Sydney,Gaming,Cheque,Mobile,43,705,1.3,10798.8,39.37,161,16,11.3,17.75,0,0,0,0
3,0,1,USA,Rio,Travel,Debit Card,ATM,49,595,21.3,3378.15,304.65,156,9,43.6,12.98,0,1,0,0
10,1,0,Brazil,Vancouver,Electronics,Bank Transfer,Tablet,61,601,4.3,5142.93,446.57,141,22,20.7,0.79,0,0,0,0
23,0,1,UK,Tokyo,Healthcare,Cheque,Tablet,18,638,14.5,12624.49,141.74,148,17,23.4,0.28,0,0,0,0
14,1,0,Brazil,Delhi,Jewelry,Credit Card,Desktop,19,642,18.0,4908.15,711.87,150,30,20.7,6.5,0,0,0,0
7,0,0,Canada,Lyon,Travel,Credit Card,ATM,70,793,2.4,16116.41,119.65,155,23,47.5,1.17,0,2,0,0
0,1,1,UK,Berlin,Utilities,Crypto,Mobile,58,688,1.0,2219.15,92.41,162,19,11.7,22.52,1,0,0,0
21,0,0,India,Melbourne,Grocery,Credit Card,Desktop,40,750,2.2,62805.53,31.27,145,19,32.6,13.07,0,0,0,0
16,0,0,India,Delhi,Jewelry,Credit Card,Tablet,69,644,6.4,7462.63,842.65,133,25,12.8,6.1,0,0,1,0
17,0,0,Mexico,Mumbai,Entertainment,Debit Card,Mobile,35,704,2.6,16853.77,94.58,150,22,23.3,9.05,0,0,0,0
5,0,1,France,Mumbai,Electronics,Bank Transfer,Mobile,21,655,0.8,14213.83,499.01,144,22,12.1,14.51,0,0,0,0
20,1,0,Australia,Rio,Crypto Exchange,Bank Transfer,Tablet,61,623,2.8,28400.09,18.09,139,26,4.7,27.17,0,0,0,0
9,0,0,Mexico,Toronto,ATM Withdrawal,Debit Card,Mobile,45,620,0.6,13082.97,73.07,145,18,0.0,1.69,1,0,0,0
4,1,1,USA,Manchester,Healthcare,Crypto,POS Terminal,18,631,0.1,236497.53,21.28,145,24,4.0,8.16,1,2,0,0
21,1,0,UK,Rio,Restaurant,Debit Card,Mobile,30,618,14.3,761.02,25.31,146,21,18.1,26.44,0,0,0,0
11,0,0,France,New York,Jewelry,Credit Card,ATM,52,638,11.0,17166.96,283.5,133,21,40.6,2.19,0,0,0,0
20,0,0,France,Lyon,Crypto Exchange,Cheque,Mobile,35,636,3.1,472.52,53.85,141,25,1.1,12.62,0,0,0,0
4,0,1,Canada,Toronto,Jewelry,Mobile Payment,Mobile,44,531,16.4,43586.73,3039.18,164,18,1.2,10.14,0,0,0,0
12,1,0,Canada,Paris,Fuel,Debit Card,Desktop,40,625,5.9,12686.29,62.56,139,29,11.3,6.9,0,4,0,0
11,1,0,USA,Mumbai,Entertainment,Credit Card,Mobile,28,712,0.3,16936.34,28.54,139,25,3.8,3.97,0,0,0,0
12,1,0,Germany,Munich,Crypto Exchange,Cheque,Mobile,46,607,19.1,27319.55,1.65,127,25,9.0,3.56,0,0,0,0
21,1,0,USA,London,Electronics,Bank Transfer,Tablet,21,658,3.0,19642.03,625.17,154,19,5.9,2.31,0,0,0,0
5,0,1,Canada,Mumbai,Online Shopping,Credit Card,Desktop,61,698,0.6,15936.12,77.24,147,24,30.7,7.68,1,0,0,1
8,0,0,Canada,Paris,Travel,Mobile Payment,Desktop,37,719,0.7,57959.5,629.34,126,21,15.5,1.6,0,0,0,0
1,0,1,USA,Vancouver,Jewelry,Credit Card,POS Terminal,20,611,0.4,54222.9,1422.11,167,22,8.0,6.65,0,0,0,0
5,1,1,Germany,Toronto,Clothing,Cheque,Mobile,59,743,2.3,16541.9,99.1,154,23,13.8,6.04,0,1,0,0
5,1,1,UK,Sydney,Crypto Exchange,Debit Card,POS Terminal,47,579,3.9,3088.8,45.47,173,19,45.4,2.54,0,2,0,0
9,0,0,Mexico,Manchester,Restaurant,Bank Transfer,Desktop,45,681,8.1,63923.65,35.08,161,24,21.9,9.19,0,0,0,0
9,0,0,Canada,Melbourne,Utilities,Mobile Payment,Desktop,20,627,2.1,19971.04,70.06,134,13,9.1,4.86,0,0,0,0
14,0,0,Australia,Guadalajara,Crypto Exchange,Credit Card,Mobile,52,622,3.4,8934.02,26.68,150,21,25.7,6.41,0,1,0,0
5,0,1,Canada,Los Angeles,ATM Withdrawal,Debit Card,Mobile,38,711,6.9,7582.56,5.05,140,15,24.5,18.31,0,0,0,0
5,0,1,Brazil,Guadalajara,Restaurant,Debit Card,Desktop,43,602,2.7,7821.49,11.93,157,19,0.5,14.17,0,0,0,0
9,0,0,Brazil,New York,ATM Withdrawal,Debit Card,Mobile,30,684,2.5,2886.52,149.47,154,24,0.1,11.87,0,0,1,0
23,1,1,Brazil,Vancouver,Jewelry,Credit Card,Tablet,39,593,7.8,3036.31,265.7,171,16,1.3,10.73,0,0,0,0
15,0,0,Mexico,Lyon,ATM Withdrawal,Debit Card,Mobile,57,748,0.1,3529.69,91.16,144,9,24.1,10.47,0,0,0,0
8,0,0,India,Melbourne,Gaming,Cheque,Mobile,50,623,6.7,24333.47,38.95,157,22,7.9,0.35,0,0,0,0
4,1,1,USA,Los Angeles,Travel,Crypto,Desktop,49,622,16.2,7706.5,516.26,167,16,52.5,13.49,0,0,0,0
0,0,1,USA,Lyon,Crypto Exchange,Bank Transfer,Tablet,26,602,6.2,44200.52,60.85,140,17,80.3,14.74,0,0,0,0
20,0,0,Brazil,Rio,Jewelry,Debit Card,Tablet,18,603,0.8,39773.61,103.05,142,20,98.6,16.11,0,0,0,0
7,0,0,India,Manchester,Utilities,Bank Transfer,Mobile,34,629,10.4,6475.39,282.56,155,16,47.3,2.59,0,0,0,0
2,0,1,Japan,Rio,Utilities,Credit Card,ATM,18,662,2.1,4149.61,42.89,160,22,56.9,6.06,0,0,0,0
13,0,0,USA,Osaka,ATM Withdrawal,Mobile Payment,Tablet,49,738,13.0,13057.33,40.47,163,15,9.6,2.76,0,1,0,0
10,0,0,India,Munich,Travel,Credit Card,Mobile,43,712,3.9,8337.23,82.96,137,19,3.4,8.37,0,0,0,0
21,0,0,Germany,Manchester,Restaurant,Crypto,Desktop,33,850,0.5,364.55,36.51,138,18,4.6,12.23,1,0,0,0
8,1,0,USA,Manchester,Jewelry,Debit Card,Desktop,35,697,10.8,8186.41,606.02,157,24,23.8,4.64,0,0,0,0
0,0,1,USA,Mexico City,Jewelry,Credit Card,Mobile,46,639,0.5,6997.53,178.52,160,26,7.6,12.37,1,0,0,0
16,0,0,France,Toronto,Fuel,Credit Card,Mobile,18,691,24.8,4519.06,126.36,151,21,21.2,74.79,0,0,0,0
3,1,1,Canada,Guadalajara,Entertainment,Mobile Payment,Mobile,57,757,0.1,11558.08,81.03,132,19,3.8,16.45,0,1,0,0
13,0,0,Mexico,Toronto,Crypto Exchange,Bank Transfer,Mobile,19,680,3.1,18594.32,30.02,165,21,43.4,43.36,0,0,0,0
19,0,0,Australia,Osaka,Grocery,Credit Card,Desktop,39,744,8.1,14149.1,100.07,156,16,0.3,13.16,0,1,0,0
5,1,1,Brazil,Sydney,Electronics,Mobile Payment,ATM,44,793,4.2,8458.36,512.92,139,24,8.7,62.91,0,0,0,0
1,0,1,USA,Tokyo,Online Shopping,Credit Card,Desktop,64,729,2.0,3908.62,649.2,151,20,24.9,10.78,0,0,0,0
4,0,1,Mexico,Rio,Education,Credit Card,Tablet,18,757,9.6,3701.48,21.03,150,20,13.0,6.85,0,0,0,0
20,0,0,Brazil,New York,Electronics,Credit Card,POS Terminal,61,744,3.7,7143.91,321.88,129,13,12.9,0.05,1,0,0,0
15,0,0,USA,Manchester,Healthcare,Debit Card,Mobile,25,572,1.7,1775.29,45.22,167,25,4.5,6.63,0,2,0,0
10,0,0,Germany,Osaka,Restaurant,Debit Card,Desktop,59,779,4.9,8561.97,54.2,141,22,10.2,21.41,1,1,0,0
18,0,0,USA,Mumbai,Jewelry,Credit Card,Mobile,39,750,9.9,6821.14,1147.78,156,22,6.2,0.84,1,0,0,0
0,1,1,Australia,Los Angeles,ATM Withdrawal,Bank Transfer,Mobile,54,676,14.7,1352.3,108.97,135,27,8.7,14.33,0,0,0,0
0,0,1,USA,Paris,Restaurant,Credit Card,Mobile,60,741,7.1,9941.54,28.3,158,17,2.1,5.22,0,1,0,0
1,0,1,USA,Vancouver,Crypto Exchange,Credit Card,Desktop,57,679,0.6,15364.88,25.22,147,21,1.4,12.34,0,0,0,0
4,0,1,USA,Osaka,Online Shopping,Mobile Payment,Mobile,39,748,0.6,18782.16,45.51,154,21,10.6,3.36,0,0,0,0
22,1,1,Canada,Osaka,Fuel,Debit Card,POS Terminal,36,651,3.4,5525.19,17.4,148,19,21.2,43.73,0,0,0,0
20,1,0,Canada,Manchester,Fuel,Debit Card,Mobile,60,561,6.4,57544.99,74.62,161,22,48.9,8.95,0,0,0,0
21,0,0,UK,Mexico City,Education,Bank Transfer,POS Terminal,54,634,4.8,1437.52,35.21,150,15,15.8,10.41,0,0,0,0
1,0,1,UK,Berlin,Clothing,Debit Card,Mobile,43,623,0.6,1005.23,14.36,162,21,7.6,7.81,0,0,0,0
23,1,1,USA,New York,ATM Withdrawal,Debit Card,Mobile,41,691,3.8,52835.44,55.53,151,22,77.5,14.07,0,0,0,1
14,1,0,India,Melbourne,Fuel,Debit Card,Mobile,21,755,0.2,11921.82,57.83,145,26,10.5,11.36,1,3,0,1
13,1,0,Brazil,Munich,Utilities,Crypto,Mobile,22,665,10.8,6698.77,228.86,158,12,0.4,15.95,0,0,0,0
0,1,1,Brazil,Munich,Crypto Exchange,Debit Card,Desktop,18,768,0.2,112774.99,29.65,159,23,37.2,14.98,0,3,0,0
11,0,0,USA,Lyon,Electronics,Debit Card,Tablet,42,663,6.0,15440.44,162.7,163,22,82.5,23.68,0,0,0,0
2,1,1,Mexico,Mumbai,ATM Withdrawal,Bank Transfer,Desktop,29,697,21.8,10269.21,29.14,153,28,4.7,1.57,0,0,0,0
21,0,0,USA,Melbourne,Crypto Exchange,Bank Transfer,Desktop,44,666,7.2,2233.65,32.36,153,22,6.4,5.61,1,0,0,0
0,1,1,USA,London,ATM Withdrawal,Debit Card,Desktop,30,726,7.0,9216.04,86.76,168,23,106.3,0.15,0,0,0,1
5,0,1,India,Rio,Travel,Debit Card,Mobile,50,721,3.6,19055.46,1724.6,160,18,7.4,20.18,0,0,1,0
19,0,0,USA,São Paulo,Fuel,Bank Transfer,Desktop,33,702,3.6,57107.53,19.13,154,19,24.2,1.62,0,0,0,0
20,1,0,USA,Manchester,Education,Credit Card,Desktop,32,717,1.4,4196.82,39.2,152,24,26.4,12.39,1,0,1,0
4,0,1,USA,Berlin,Restaurant,Credit Card,Mobile,32,800,7.1,3889.66,37.14,162,16,84.5,4.52,0,0,0,0
23,0,1,USA,Melbourne,Grocery,Debit Card,Desktop,18,722,1.0,8801.09,100.86,156,22,8.4,3.66,0,1,0,0
2,1,1,Brazil,Munich,Online Shopping,Credit Card,ATM,50,712,3.0,2752.4,31.51,155,25,4.7,35.4,1,1,0,0
7,0,0,Japan,São Paulo,Entertainment,Credit Card,Tablet,31,718,0.9,5688.88,36.96,129,18,20.7,3.41,0,0,0,0
14,0,0,France,Toronto,Grocery,Bank Transfer,Desktop,28,638,2.1,33109.83,904.5,151,16,8.7,21.6,0,0,0,0
2,1,1,USA,Berlin,Jewelry,Mobile Payment,Mobile,49,761,1.0,49298.56,307.26,168,22,0.6,3.28,1,0,0,0
0,1,1,UK,Toronto,Jewelry,Crypto,Mobile,52,645,8.8,42354.78,538.65,149,17,14.4,1.1,0,1,0,1
7,0,0,USA,Mumbai,Restaurant,Mobile Payment,Mobile,49,698,1.4,4735.39,58.52,135,12,5.6,7.2,0,0,0,0
14,0,0,Germany,Sydney,Electronics,Credit Card,Desktop,43,721,0.5,3854.96,308.38,155,16,12.5,6.45,1,1,0,0
18,1,0,India,Berlin,ATM Withdrawal,Mobile Payment,Mobile,54,777,3.2,5035.87,157.88,160,23,28.7,8.08,0,0,0,0
6,0,1,Canada,Guadalajara,Education,Bank Transfer,Desktop,30,684,2.6,2684.91,7.24,136,25,16.9,79.28,0,0,0,0
19,0,0,UK,Berlin,Online Shopping,Credit Card,Mobile,28,815,3.3,8188.91,39.88,160,27,28.1,20.02,0,2,0,0
17,1,0,France,Guadalajara,Crypto Exchange,Bank Transfer,POS Terminal,42,850,4.8,18058.09,41.7,150,21,12.7,18.37,0,1,0,0
4,1,1,Canada,São Paulo,Gaming,Credit Card,Mobile,40,717,2.6,5112.98,94.54,154,29,6.5,2.13,0,2,0,0
7,0,0,UK,Mumbai,Online Shopping,Credit Card,ATM,47,658,1.9,1031.42,40.49,161,22,1.3,20.34,0,0,0,0
0,1,1,Canada,Tokyo,ATM Withdrawal,Debit Card,Desktop,31,772,14.8,4467.6,53.74,144,16,7.2,13.86,1,0,0,0
0,0,1,India,Manchester,Electronics,Debit Card,Mobile,39,668,14.1,5656.23,1353.74,156,16,10.9,9.83,0,0,0,0
7,0,0,Germany,Mumbai,Fuel,Debit Card,Desktop,40,647,9.3,10774.81,155.66,147,22,2.2,9.14,0,1,0,0
22,1,1,India,Guadalajara,Online Shopping,Credit Card,Tablet,29,675,16.3,1052.35,27.23,156,15,57.7,5.1,0,0,0,0
4,0,1,India,Toronto,Fuel,Debit Card,Mobile,27,633,30.0,3799.08,21.09,171,23,12.7,3.21,0,0,0,0
10,0,0,USA,Rio,Crypto Exchange,Credit Card,Mobile,39,640,4.1,7684.53,26.35,146,21,4.8,2.78,1,0,0,1
11,1,0,Brazil,Tokyo,Jewelry,Credit Card,Tablet,59,545,5.2,20918.84,139.9,133,21,7.7,9.18,0,0,0,0
21,1,0,Canada,Tokyo,Fuel,Bank Transfer,Desktop,51,639,13.2,2773.03,83.97,161,26,10.1,0.9,0,0,0,0
12,0,0,USA,Osaka,Clothing,Credit Card,Desktop,48,715,4.8,13483.34,34.35,169,15,10.1,0.03,1,0,0,0
16,0,0,Brazil,Rio,ATM Withdrawal,Bank Transfer,Mobile,43,824,4.2,2864.05,115.04,146,13,5.7,14.41,0,0,0,0
11,0,0,France,New York,Gaming,Credit Card,Desktop,51,671,1.2,68916.2,32.9,123,23,8.7,2.9,0,0,0,0
5,0,1,USA,Delhi,Education,Credit Card,Mobile,42,614,5.7,5878.58,52.92,149,31,18.4,12.84,1,0,0,0
10,1,0,Brazil,Mexico City,Jewelry,Credit Card,Mobile,35,699,6.8,1121.66,160.98,150,23,13.0,3.89,0,0,1,0
9,0,0,UK,Manchester,Jewelry,Debit Card,Mobile,29,850,2.3,2192.11,297.43,136,17,1.5,7.98,0,0,0,0
4,0,1,Japan,Manchester,Gaming,Credit Card,Desktop,51,782,3.9,3386.42,54.68,141,16,36.3,11.42,1,0,0,0
5,0,1,USA,Sydney,Travel,Bank Transfer,Mobile,18,666,2.0,14844.56,1983.95,137,19,13.9,0.45,0,0,0,1
3,0,1,Brazil,Mexico City,Online Shopping,Credit Card,Mobile,59,605,2.6,476.76,18.74,175,21,0.2,3.04,0,0,0,0
14,0,0,USA,Mumbai,Healthcare,Mobile Payment,Tablet,59,622,6.9,13490.0,116.72,133,20,4.0,13.96,0,0,0,0
23,0,1,India,Manchester,Fuel,Debit Card,Mobile,55,762,0.8,8501.38,63.75,146,16,7.3,0.22,0,0,1,0
18,1,0,USA,Mumbai,Crypto Exchange,Credit Card,ATM,43,741,1.7,24072.22,81.7,150,18,1.3,32.22,0,1,0,0
18,1,0,Germany,Manchester,Clothing,Debit Card,Desktop,18,782,3.7,21492.07,32.84,137,15,3.2,9.85,0,0,0,0
20,1,0,UK,Tokyo,Clothing,Crypto,Mobile,25,598,2.8,6385.89,56.9,163,19,41.0,1.47,1,0,0,0
19,0,0,Germany,Los Angeles,Fuel,Mobile Payment,Desktop,42,821,0.6,14424.56,16.38,148,18,59.2,8.32,0,0,0,0
11,0,0,Mexico,Mexico City,ATM Withdrawal,Credit Card,Mobile,20,750,13.6,34275.54,91.08,138,15,2.7,7.8,0,0,0,0
22,0,1,USA,London,Healthcare,Credit Card,Mobile,49,653,13.9,3887.34,45.96,148,17,3.3,25.08,0,0,0,0
17,0,0,Australia,Rio,ATM Withdrawal,Mobile Payment,Mobile,67,651,3.4,11794.87,82.47,153,27,10.7,2.86,1,0,0,0
18,1,0,India,Delhi,Fuel,Mobile Payment,Mobile,49,583,1.6,234637.5,18.97,148,18,10.6,1.11,0,0,0,0
2,0,1,Australia,Paris,Jewelry,Debit Card,ATM,30,717,1.5,24196.92,292.72,134,23,38.9,16.88,0,0,0,1
21,1,0,UK,London,Crypto Exchange,Cheque,Mobile,18,744,0.6,766.61,28.01,142,21,6.4,14.63,0,0,0,0
13,0,0,Brazil,Mumbai,Fuel,Mobile Payment,Mobile,36,579,16.9,17943.91,19.98,162,30,22.2,6.53,0,0,0,0
8,1,0,UK,Delhi,Education,Crypto,POS Terminal,18,579,1.3,1288.68,63.18,169,21,38.7,5.38,0,0,0,0
0,1,1,USA,Mexico City,Healthcare,Cheque,Tablet,40,623,2.7,24575.38,83.42,162,20,65.2,7.09,0,0,0,1
7,0,0,Canada,Delhi,Electronics,Crypto,Mobile,47,753,7.9,2484.41,561.65,147,25,11.7,0.13,1,0,0,0
21,0,0,Brazil,Manchester,Grocery,Debit Card,ATM,29,815,7.1,14922.01,72.07,148,22,9.2,1.53,0,0,0,0
8,0,0,USA,Lyon,Healthcare,Crypto,Tablet,20,699,5.1,2643.24,34.2,157,27,3.3,23.34,1,0,0,0
20,0,0,India,Sydney,Utilities,Credit Card,ATM,62,706,0.1,2416.58,91.04,176,23,0.5,25.36,0,0,0,0
4,0,1,Mexico,Vancouver,Utilities,Debit Card,ATM,31,535,1.5,9615.45,8.6,168,16,0.9,4.43,1,0,0,0
19,0,0,France,Berlin,Gaming,Debit Card,Desktop,42,743,1.5,20547.5,63.61,143,26,17.6,3.29,1,0,0,0
20,0,0,USA,Melbourne,Jewelry,Credit Card,Mobile,23,623,5.6,1744.14,106.82,153,20,22.7,5.4,0,0,0,0
10,0,0,USA,Tokyo,ATM Withdrawal,Debit Card,POS Terminal,32,677,8.8,18425.79,81.07,152,20,0.7,0.41,0,0,0,0
10,1,0,India,Delhi,Restaurant,Mobile Payment,Desktop,46,756,8.7,5234.01,24.76,143,27,2.1,19.66,0,0,0,0
3,0,1,Germany,Sydney,Gaming,Credit Card,Mobile,64,753,1.6,3230.97,33.71,137,15,7.7,8.34,0,0,0,0
6,1,1,USA,London,Jewelry,Bank Transfer,Desktop,48,673,7.7,33153.83,2678.21,163,24,7.2,68.74,1,1,0,0
2,1,1,Canada,Toronto,ATM Withdrawal,Mobile Payment,Mobile,42,756,1.0,22458.13,73.19,151,22,60.7,1.2,0,0,0,0
10,0,0,USA,Mumbai,Education,Bank Transfer,POS Terminal,50,745,1.2,7922.99,113.12,135,21,9.8,0.75,0,0,0,0
9,0,0,USA,Munich,Restaurant,Debit Card,Desktop,18,690,0.6,34438.96,57.97,161,21,0.7,17.8,0,0,0,0
22,1,1,UK,Melbourne,Electronics,Credit Card,Mobile,32,650,0.3,2228.5,335.74,131,17,55.1,3.24,0,0,0,0
0,1,1,India,Osaka,Utilities,Mobile Payment,Mobile,29,723,6.9,2567.69,39.56,127,22,1.8,18.79,0,0,0,0
14,0,0,USA,Munich,Fuel,Bank Transfer,Mobile,32,720,8.8,11991.99,23.65,128,21,25.2,23.14,0,0,0,0
13,0,0,Germany,Paris,Entertainment,Debit Card,Desktop,30,718,1.2,11739.85,297.76,150,15,16.3,5.41,0,0,1,0
6,0,1,Germany,Melbourne,Healthcare,Bank Transfer,Desktop,27,688,5.7,713.28,32.63,142,17,2.3,76.51,0,2,0,0
21,0,0,India,Los Angeles,Online Shopping,Debit Card,Mobile,62,603,2.7,15154.66,26.93,130,15,1.4,22.09,0,1,0,0
14,0,0,USA,Paris,Gaming,Credit Card,Mobile,31,668,2.0,6988.17,190.29,139,12,47.0,1.82,0,0,0,0
4,1,1,India,London,Restaurant,Bank Transfer,Mobile,49,740,1.9,35249.08,61.19,162,31,49.6,0.22,0,0,0,0
13,0,0,India,Vancouver,Entertainment,Debit Card,Desktop,31,595,7.0,1517.3,24.52,142,12,0.6,5.5,1,0,0,0
18,0,0,Mexico,Osaka,Entertainment,Mobile Payment,Mobile,18,772,6.5,22438.86,26.02,173,24,58.2,4.64,0,0,0,0
22,0,1,Canada,Guadalajara,ATM Withdrawal,Mobile Payment,Desktop,48,728,6.0,2577.29,17.17,142,29,1.4,0.85,0,0,0,0
10,1,0,UK,Rio,Gaming,Debit Card,Desktop,56,724,2.5,31567.9,40.82,142,23,5.7,7.72,0,0,0,0
9,0,0,India,Guadalajara,Fuel,Credit Card,Tablet,85,594,0.6,17158.21,53.54,158,13,5.2,1.25,0,2,0,0
15,0,0,UK,Rio,Healthcare,Credit Card,Mobile,18,529,3.0,40073.79,115.05,152,22,19.3,1.15,0,0,0,0
18,1,0,Brazil,Mexico City,Restaurant,Bank Transfer,Mobile,27,698,1.5,5980.18,57.95,136,19,48.1,1.15,1,0,0,0
12,0,0,UK,Tokyo,Entertainment,Mobile Payment,Tablet,57,548,6.1,7621.41,33.08,133,18,37.8,0.76,0,0,0,0
7,1,0,USA,Los Angeles,ATM Withdrawal,Bank Transfer,Desktop,29,685,11.4,18537.16,182.78,151,24,38.1,16.68,0,0,0,0
11,0,0,India,Sydney,Entertainment,Credit Card,Desktop,40,793,1.8,892.26,18.56,145,16,10.0,1.0,0,5,0,0
6,0,1,USA,Delhi,Restaurant,Mobile Payment,Mobile,48,739,2.5,4259.36,40.99,157,24,50.1,17.84,0,0,0,0
10,0,0,India,São Paulo,ATM Withdrawal,Credit Card,Mobile,34,676,3.9,8553.15,18.16,167,19,22.6,14.39,0,0,0,0
22,0,1,USA,Berlin,Restaurant,Debit Card,Mobile,54,816,0.1,3499.54,47.11,134,19,0.2,12.93,1,0,0,0
22,1,1,India,Osaka,Utilities,Debit Card,POS Terminal,54,693,2.1,13896.35,243.18,131,22,28.0,1.67,0,0,0,0
1,0,1,UK,Osaka,Healthcare,Credit Card,Mobile,50,603,2.8,2752.0,58.02,131,30,6.8,28.51,1,0,0,0
14,0,0,UK,São Paulo,Travel,Mobile Payment,Mobile,56,766,1.2,1295.64,37.15,144,13,15.6,11.16,0,0,0,0
3,1,1,USA,Paris,Grocery,Bank Transfer,Mobile,77,636,3.2,2700.86,48.54,134,18,1.4,0.43,0,0,0,0
17,0,0,India,Toronto,Healthcare,Mobile Payment,Mobile,18,710,8.9,4910.75,49.77,155,22,18.0,1.05,0,0,0,0
10,0,0,France,Osaka,Healthcare,Bank Transfer,Mobile,26,804,1.2,1688.6,105.6,155,22,13.9,3.47,0,0,0,0
2,1,1,Australia,London,Gaming,Bank Transfer,POS Terminal,48,609,5.7,5540.3,32.84,146,19,7.6,25.1,0,0,0,0
19,1,0,Brazil,Tokyo,Utilities,Cheque,POS Terminal,36,617,3.7,5467.57,41.91,139,16,69.8,13.39,1,1,0,0
11,0,0,France,Mumbai,Entertainment,Credit Card,Mobile,20,708,5.2,3695.63,42.27,126,22,5.8,5.71,0,1,0,0
